,artist,firstName,gender,itemInSession,lastName,length,level,location,sessionId,song,userId
3216,Death From Above 1979,Chloe,F,2,Cuevas,153.88689,paid,"San Francisco-Oakland-Hayward, CA",930,Cold War,49.0
3217,,Bronson,M,0,Harris,,free,"Eugene, OR",937,,33.0
3218,Nessbeal,Chloe,F,3,Cuevas,249.52118,paid,"San Francisco-Oakland-Hayward, CA",930,EmmurÃÂ© Vivant,49.0
3219,311,Chloe,F,4,Cuevas,204.14649,paid,"San Francisco-Oakland-Hayward, CA",930,Jackolantern's Weather,49.0
3220,Octopus Project,Bronson,M,1,Harris,350.40608,free,"Eugene, OR",937,Crying At The Aquarium,33.0
3221,Tech N9ne,Chloe,F,5,Cuevas,232.82892999999999,paid,"San Francisco-Oakland-Hayward, CA",930,Flash,49.0
3222,Classified,Bronson,M,2,Harris,272.90077,free,"Eugene, OR",937,All About U,33.0
3223,Ratt,Chloe,F,6,Cuevas,205.97506,paid,"San Francisco-Oakland-Hayward, CA",930,Lay It Down (2007 Remastered),49.0
3224,Mya / Jadakiss,Chloe,F,7,Cuevas,253.28281,paid,"San Francisco-Oakland-Hayward, CA",930,Best Of Me,49.0
3225,Catupecu Machu,Bronson,M,3,Harris,191.79057,free,"Eugene, OR",937,Y Lo Que Quiero Es Que Pises Sin El Suelo,33.0
3226,R.E.M.,Chloe,F,8,Cuevas,252.73424,paid,"San Francisco-Oakland-Hayward, CA",930,Burning Down,49.0
3227,,Adler,M,0,Barrera,,free,"New York-Newark-Jersey City, NY-NJ-PA",778,,100.0
3228,Rufus Wainwright,Chloe,F,9,Cuevas,249.62567,paid,"San Francisco-Oakland-Hayward, CA",930,Hallelujah,49.0
3229,The Waterboys,Chloe,F,10,Cuevas,382.37995,paid,"San Francisco-Oakland-Hayward, CA",930,Bury My Heart,49.0
3230,Diana Ross,Chloe,F,11,Cuevas,130.97751,paid,"San Francisco-Oakland-Hayward, CA",930,Don't Explain,49.0
3231,The Lonely Island / Jack Black,Chloe,F,12,Cuevas,126.74566999999999,paid,"San Francisco-Oakland-Hayward, CA",930,Sax Man,49.0
3232,Deadmau5 & Kaskade,Chloe,F,13,Cuevas,335.15057,paid,"San Francisco-Oakland-Hayward, CA",930,I Remember (Caspa Remix),49.0
3233,Chiodos,Chloe,F,14,Cuevas,226.16771,paid,"San Francisco-Oakland-Hayward, CA",930,Life Is A Perception Of Your Own Reality (Album Version),49.0
3234,Stray Cats,Aleena,F,0,Kirby,195.05587,paid,"Waterloo-Cedar Falls, IA",781,Ubangi Stomp,44.0
3235,,Aleena,F,1,Kirby,,paid,"Waterloo-Cedar Falls, IA",781,,44.0
3236,Phantom Planet,Aleena,F,2,Kirby,199.6273,paid,"Waterloo-Cedar Falls, IA",781,California,44.0
3237,,Aleena,F,3,Kirby,,paid,"Waterloo-Cedar Falls, IA",781,,44.0
3238,Alejandro Sanz,Aleena,F,4,Kirby,230.24281000000002,paid,"Waterloo-Cedar Falls, IA",781,Non E_ Per Te_ Per Me,44.0
3239,,Chloe,F,15,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",930,,49.0
3240,,Chloe,F,16,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",930,,49.0
3241,Macaco,Aleena,F,5,Kirby,204.90403999999998,paid,"Waterloo-Cedar Falls, IA",781,Somos Luz,44.0
3242,Marcy Playground,Aleena,F,6,Kirby,150.83057,paid,"Waterloo-Cedar Falls, IA",781,Pigeon Farm,44.0
3243,Catupecu Machu,Aleena,F,7,Kirby,251.45424,paid,"Waterloo-Cedar Falls, IA",781,Plan B: Anhelo De SatisfacciÃÂ³n,44.0
3244,Vector Lovers,Aleena,F,8,Kirby,260.70159,paid,"Waterloo-Cedar Falls, IA",781,Neon Sky Rain,44.0
3245,Blondie,Aleena,F,9,Kirby,273.05751000000004,paid,"Waterloo-Cedar Falls, IA",781,Atomic '98 (Xenomania Mix),44.0
3246,Red Hot Chili Peppers,Aleena,F,10,Kirby,365.53098,paid,"Waterloo-Cedar Falls, IA",781,Turn It Again (Album Version),44.0
3247,,,,17,,,paid,,930,,
3248,KT Tunstall,Aleena,F,11,Kirby,197.56363000000002,paid,"Waterloo-Cedar Falls, IA",781,Throw Me A Rope,44.0
3249,,Aleena,F,12,Kirby,,paid,"Waterloo-Cedar Falls, IA",781,,44.0
3250,The Depreciation Guild,Aleena,F,13,Kirby,308.08771,paid,"Waterloo-Cedar Falls, IA",781,Dream About Me,44.0
3251,Devendra Banhart,Aleena,F,14,Kirby,286.30159,paid,"Waterloo-Cedar Falls, IA",781,I Feel Just Like a Child,44.0
3252,Eddie Santiago,Kate,F,0,Harrell,263.20934,paid,"Lansing-East Lansing, MI",837,Hasta Aqui Te Fui Fiel,97.0
3253,Bloc Party,Aleena,F,15,Kirby,222.04036000000002,paid,"Waterloo-Cedar Falls, IA",781,Plans (Replanned by Mogwai),44.0
3254,Sanctus Real,Kate,F,1,Harrell,209.89342000000002,paid,"Lansing-East Lansing, MI",837,Possibilities (The Face Of Love Album Version),97.0
3255,Soltero,Aleena,F,16,Kirby,182.12526,paid,"Waterloo-Cedar Falls, IA",781,Songs Of The Season,44.0
3256,Graham Coxon,Kate,F,2,Harrell,260.20526,paid,"Lansing-East Lansing, MI",837,Sorrow's Army,97.0
3257,De-Phazz,Aleena,F,17,Kirby,205.42649,paid,"Waterloo-Cedar Falls, IA",781,Astrud Astronette,44.0
3258,PAULA COLE,Kate,F,3,Harrell,266.65751,paid,"Lansing-East Lansing, MI",837,Where Have All The Cowboys Gone? (Album Version),97.0
3259,Blind Pilot,Aleena,F,18,Kirby,265.7171,paid,"Waterloo-Cedar Falls, IA",781,3 Rounds and a Sound,44.0
3260,Florence + The Machine,Kate,F,4,Harrell,219.66322000000002,paid,"Lansing-East Lansing, MI",837,Dog Days Are Over (Radio Edit),97.0
3261,El Cuarteto De Nos,Aleena,F,19,Kirby,255.97342000000003,paid,"Waterloo-Cedar Falls, IA",781,Yendo A La Casa De DamiÃÂ¡n,44.0
3262,Clarika,Kate,F,5,Harrell,201.84771,paid,"Lansing-East Lansing, MI",837,Les GarÃÂ§ons Dans Les Vestiaires,97.0
3263,Mos Def,Aleena,F,20,Kirby,142.99383,paid,"Waterloo-Cedar Falls, IA",781,The Boogie Man Song,44.0
3264,Kings Of Leon,Kate,F,6,Harrell,201.79546000000002,paid,"Lansing-East Lansing, MI",837,Revelry,97.0
3265,Love Is All,Aleena,F,21,Kirby,374.72607999999997,paid,"Waterloo-Cedar Falls, IA",781,Turn The Radio Off (Maps Remix),44.0
3266,Two Door Cinema Club,Kate,F,7,Harrell,207.43791000000002,paid,"Lansing-East Lansing, MI",837,Costume Party,97.0
3267,,Kate,F,8,Harrell,,paid,"Lansing-East Lansing, MI",837,,97.0
3268,Bring Me The Horizon,Aleena,F,22,Kirby,115.77423999999999,paid,"Waterloo-Cedar Falls, IA",781,Football Season Is Over (Album Version),44.0
3269,T.I.,Aleena,F,23,Kirby,185.10322,paid,"Waterloo-Cedar Falls, IA",781,Look What I Got (Edited Album Version),44.0
3270,,Aleena,F,24,Kirby,,paid,"Waterloo-Cedar Falls, IA",781,,44.0
3271,,,,25,,,paid,,781,,
3272,Des'ree,Ryan,M,0,Smith,196.51873,free,"San Jose-Sunnyvale-Santa Clara, CA",919,Life,26.0
3273,The Beach Boys,Celeste,F,0,Williams,140.19873,free,"Klamath Falls, OR",883,Let's Go Away For Awhile (Highlights From Tracking Date),53.0
3274,Steppenwolf,Celeste,F,1,Williams,270.28853,free,"Klamath Falls, OR",883,Magic Carpet Ride,53.0
3275,,Cecilia,F,0,Owens,,free,"Atlanta-Sandy Springs-Roswell, GA",870,,6.0
3276,The Carter Family,Cecilia,F,1,Owens,171.54567,free,"Atlanta-Sandy Springs-Roswell, GA",870,Little Log Cabin By The Sea,6.0
3277,,,,0,,,paid,,834,,
3278,,Lily,F,1,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,,15.0
3279,ExposÃÂ©,Lily,F,2,Koch,230.922,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,I'll Never Get Over You Getting Over Me,15.0
3280,Bettye Lavette,Lily,F,3,Koch,225.82812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,I Still Want To Be Your Baby (Take Me Like I Am),15.0
3281,Phil Collins,Ayla,F,0,Johnson,241.03137999999998,free,"Santa Rosa, CA",851,Look Through My Eyes,63.0
3282,Guns N' Roses,Lily,F,4,Koch,406.17751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Paradise City,15.0
3283,Floyd Cramer,Ayla,F,1,Johnson,202.68363,free,"Santa Rosa, CA",851,Have I Told You Lately,63.0
3284,Queen,Lily,F,5,Koch,212.16608,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Death On Two Legs (Dedicated To....) (Live) (1994 Digital Remaster),15.0
3285,M83,Lily,F,6,Koch,175.46403999999998,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Teen Angst,15.0
3286,BjÃÂ¶rk,Lily,F,7,Koch,348.57751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Undo,15.0
3287,L.O.X.,Lily,F,8,Koch,253.25669,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Recognize,15.0
3288,Kings Of Leon,Lily,F,9,Koch,216.39791,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Fans,15.0
3289,Sugar Ray,Lily,F,10,Koch,243.33016,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Someday (Remastered LP Version),15.0
3290,N.E.R.D.,Lily,F,11,Koch,259.23873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Rock Star,15.0
3291,Medeski_ Martin & Wood,Lily,F,12,Koch,218.40934,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Uninvisible,15.0
3292,Chad & Jeremy,Lily,F,13,Koch,153.83465,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,A Summer Song,15.0
3293,The Sonics,Lily,F,14,Koch,183.09179,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Have Love_ Will Travel,15.0
3294,Hot Chip,Lily,F,15,Koch,337.99791,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,No Fit State,15.0
3295,Evanescence,Lily,F,16,Koch,255.13751000000002,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Missing (Live in Europe),15.0
3296,Hardrive,Lily,F,17,Koch,191.24200000000002,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Deep Inside (Harry Choo Choo Romero's Bambossa Remix),15.0
3297,The Cinematic Orchestra,Lily,F,18,Koch,613.74649,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Burn Out,15.0
3298,Coldplay,Lily,F,19,Koch,318.6673,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Politik,15.0
3299,Daft Punk,Lily,F,20,Koch,319.42485,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Human After All,15.0
3300,Rise Against,Lily,F,21,Koch,242.25914,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Savior,15.0
3301,Captain & Tennille,Lily,F,22,Koch,199.36608,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Love Will Keep Us Together,15.0
3302,Mondo Marcio,Lily,F,23,Koch,263.60118,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,Purple Weed,15.0
3303,,Lily,F,24,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,,15.0
3304,,,,25,,,paid,,834,,
3305,Jason Mraz,Mohammad,M,0,Rodriguez,255.50322000000003,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,The Remedy (I Won't Worry) (New EQ'd LP Version),88.0
3306,Those Dancing Days,Kaleb,M,0,Cook,197.90322,free,"Yuba City, CA",822,Run Run,54.0
3307,Wiz Khalifa,Mohammad,M,1,Rodriguez,155.40200000000002,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Ink My Whole Body,88.0
3308,Maya Nasri,Kaleb,M,1,Cook,245.75955,free,"Yuba City, CA",822,Wayli Aah,54.0
3309,Mat Kearney,Mohammad,M,2,Rodriguez,217.5473,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Closer To Love,88.0
3310,Jukebox The Ghost,Mohammad,M,3,Rodriguez,224.36526,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Victoria,88.0
3311,Lower Class Brats,Mohammad,M,4,Rodriguez,142.23628,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Sex And Violence,88.0
3312,Bon Jovi,Mohammad,M,5,Rodriguez,250.69669,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Livin' On A Prayer,88.0
3313,Faith No More,Mohammad,M,6,Rodriguez,291.42159,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Epic,88.0
3314,,,,0,,,paid,,945,,
3315,,,,1,,,paid,,945,,
3316,Metallica,Mohammad,M,7,Rodriguez,389.98159,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Eye Of The Beholder,88.0
3317,Belphegor,Theodore,M,0,Smith,276.63628,free,"Houston-The Woodlands-Sugar Land, TX",904,Reichswehr In Blood,52.0
3318,Bond,Theodore,M,1,Smith,208.16933999999998,free,"Houston-The Woodlands-Sugar Land, TX",904,Victory,52.0
3319,Usher featuring will.i.am,Mohammad,M,8,Rodriguez,395.72853,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,OMG,88.0
3320,,Mohammad,M,9,Rodriguez,,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,,88.0
3321,,Mohammad,M,10,Rodriguez,,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,,88.0
3322,The All-American Rejects,Mohammad,M,11,Rodriguez,256.31302,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Why Worry,88.0
3323,Vangelis,Jacob,M,0,Klein,327.52281,paid,"Tampa-St. Petersburg-Clearwater, FL",913,Wait For Me,73.0
3324,David Archuleta,Mohammad,M,12,Rodriguez,205.26975,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,To Be With You,88.0
3325,,Jacob,M,1,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",913,,73.0
3326,Hercules And Love Affair,Mohammad,M,13,Rodriguez,471.74485,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Blind (Frankie Knuckles Remix),88.0
3327,3 Doors Down,Mohammad,M,14,Rodriguez,237.13914,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Here Without You,88.0
3328,Natalie Imbruglia,Mohammad,M,15,Rodriguez,216.39791,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Stuck On The Moon,88.0
3329,Josh Turner,Mohammad,M,16,Rodriguez,207.93424,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,What It Ain't,88.0
3330,Ryan Adams & The Cardinals,Mohammad,M,17,Rodriguez,275.22567000000004,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Dear John,88.0
3331,Nicky Jam,Mohammad,M,18,Rodriguez,178.33751,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Me Voy Pal Party,88.0
3332,,Matthew,M,0,Jones,,paid,"Janesville-Beloit, WI",808,,36.0
3333,Flo Rida,Matthew,M,1,Jones,264.88118,paid,"Janesville-Beloit, WI",808,Available [feat. Akon] (Album Version),36.0
3334,M83,Mohammad,M,19,Rodriguez,637.3873,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Lower Your Eyelids To Die With The Sun,88.0
3335,,Jayden,M,0,Fox,,free,"New Orleans-Metairie, LA",936,,101.0
3336,Quantic,Jayden,M,1,Fox,240.22159,free,"New Orleans-Metairie, LA",936,Sound Of Everything Feat. Alice Russell,101.0
3337,,Jayden,M,2,Fox,,free,"New Orleans-Metairie, LA",936,,101.0
3338,Horse Feathers,Matthew,M,2,Jones,175.15057,paid,"Janesville-Beloit, WI",808,Dustbowl,36.0
3339,Kelly Clarkson,Matthew,M,3,Jones,281.5473,paid,"Janesville-Beloit, WI",808,Already Gone,36.0
3340,Dimmu Borgir,Mohammad,M,20,Rodriguez,216.65913999999998,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Perfection Or Vanity-Outro,88.0
3341,Jeremih,Matthew,M,4,Jones,227.26485,paid,"Janesville-Beloit, WI",808,Birthday Sex,36.0
3342,Paramore,Mohammad,M,21,Rodriguez,243.51302,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Emergency (Album Version),88.0
3343,Animal Collective,Matthew,M,5,Jones,410.90567000000004,paid,"Janesville-Beloit, WI",808,Fireworks,36.0
3344,Depeche Mode,Mohammad,M,22,Rodriguez,174.39302,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Jazz Thieves,88.0
3345,Tego Calderon,Tucker,M,0,Garrison,151.74485,free,"Oxnard-Thousand Oaks-Ventura, CA",874,Pa' Que Retozen (Amended Version),40.0
3346,Skillet,Mohammad,M,23,Rodriguez,210.78159,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,The Last Night (Album Version),88.0
3347,The Vandals,Matthew,M,6,Jones,271.67302,paid,"Janesville-Beloit, WI",808,My Girlfriend's Dead,36.0
3348,Stars,Mohammad,M,24,Rodriguez,406.85669,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,In Our Bedroom After The War,88.0
3349,Charlotte Sometimes,Matthew,M,7,Jones,173.68771,paid,"Janesville-Beloit, WI",808,How I Could Just Kill A Man,36.0
3350,,Hayden,F,0,Brock,,paid,"Detroit-Warren-Dearborn, MI",381,,72.0
3351,Usher,Hayden,F,1,Brock,224.10404,paid,"Detroit-Warren-Dearborn, MI",381,Hey Daddy (Daddy's Home),72.0
3352,Groove Armada,Hayden,F,2,Brock,357.61587000000003,paid,"Detroit-Warren-Dearborn, MI",381,Edge Hill,72.0
3353,Keith Sweat Featuring Athena Cage,Mohammad,M,25,Rodriguez,263.96689,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Nobody (Featuring Athena Cage) (LP Version),88.0
3354,Frightened Rabbit,Mohammad,M,26,Rodriguez,259.02975,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Swim Until You Cant See Land,88.0
3355,Gilgamesh,Hayden,F,3,Brock,44.30322,paid,"Detroit-Warren-Dearborn, MI",381,Just C,72.0
3356,Owl City,Hayden,F,4,Brock,231.67955,paid,"Detroit-Warren-Dearborn, MI",381,Vanilla Twilight,72.0
3357,Frumpies,Mohammad,M,27,Rodriguez,134.47791,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Fuck Kitty,88.0
3358,TÃÂ©lÃÂ©phone,Hayden,F,5,Brock,363.67627999999996,paid,"Detroit-Warren-Dearborn, MI",381,Flipper,72.0
3359,Foo Fighters,Mohammad,M,28,Rodriguez,200.61995,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Cold Day In The Sun,88.0
3360,BjÃÂ¶rk,Mohammad,M,29,Rodriguez,348.57751,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Undo,88.0
3361,DecembeRadio,Lily,F,0,Burns,249.62567,free,"New York-Newark-Jersey City, NY-NJ-PA",886,Find You Waiting,32.0
3362,Grizzly Bear,Hayden,F,6,Brock,199.78404,paid,"Detroit-Warren-Dearborn, MI",381,Reprise,72.0
3363,Incubus,Hayden,F,7,Brock,257.25342,paid,"Detroit-Warren-Dearborn, MI",381,Dig,72.0
3364,The Maine,Lily,F,1,Burns,182.83057,free,"New York-Newark-Jersey City, NY-NJ-PA",886,I Wanna Love You (Akon Cover) ( Compilation),32.0
3365,Phoenix,Mohammad,M,30,Rodriguez,179.85261,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Everything Is Everything,88.0
3366,Ill NiÃÂ±o,Lily,F,2,Burns,172.9824,free,"New York-Newark-Jersey City, NY-NJ-PA",886,Re-Birth,32.0
3367,Rachael Yamagata,Mohammad,M,31,Rodriguez,242.75546,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,1963,88.0
3368,Rammstein,Hayden,F,8,Brock,284.89097999999996,paid,"Detroit-Warren-Dearborn, MI",381,FRÃÂ¼HLING IN PARIS,72.0
3369,Moderat,Mohammad,M,32,Rodriguez,341.55057,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Out Of Sight,88.0
3370,The Gabe Dixon Band,Hayden,F,9,Brock,174.62812,paid,"Detroit-Warren-Dearborn, MI",381,Till You're Gone,72.0
3371,The Pussycat Dolls,Hayden,F,10,Brock,207.56853,paid,"Detroit-Warren-Dearborn, MI",381,Stickwitu,72.0
3372,Akala,Mohammad,M,33,Rodriguez,238.44526000000002,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Comedy Tragedy History,88.0
3373,George Baker Selection,Hayden,F,11,Brock,200.4371,paid,"Detroit-Warren-Dearborn, MI",381,Morning Sky,72.0
3374,Seru Giran,Mohammad,M,34,Rodriguez,230.81751,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Viernes 3 Am,88.0
3375,British Sea Power,Hayden,F,12,Brock,196.8322,paid,"Detroit-Warren-Dearborn, MI",381,A Trip Out,72.0
3376,,Mohammad,M,35,Rodriguez,,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,,88.0
3377,Balkan Beat Box,Mohammad,M,36,Rodriguez,319.92118,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Adir Adirim (Featuring Victoria Hanna),88.0
3378,The Premiers,Hayden,F,13,Brock,134.81751,paid,"Detroit-Warren-Dearborn, MI",381,Farmer John,72.0
3379,Ivete Sangalo,Hayden,F,14,Brock,221.23057000000003,paid,"Detroit-Warren-Dearborn, MI",381,TÃÂ´ Na Rua,72.0
3380,Kanye West / GLC / Consequence,Mohammad,M,37,Rodriguez,324.20526,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Spaceship,88.0
3381,Tommy Sands,Hayden,F,15,Brock,140.12036,paid,"Detroit-Warren-Dearborn, MI",381,Teenage Crush,72.0
3382,,Hayden,F,16,Brock,,paid,"Detroit-Warren-Dearborn, MI",381,,72.0
3383,Future Rock,Hayden,F,17,Brock,239.90812000000003,paid,"Detroit-Warren-Dearborn, MI",381,Gears,72.0
3384,Bersuit Vergarabat,Mohammad,M,38,Rodriguez,283.68934,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Y LlegarÃÂ¡ La Paz,88.0
3385,Kanye West,Hayden,F,18,Brock,311.92771,paid,"Detroit-Warren-Dearborn, MI",381,Stronger,72.0
3386,Pixies,Mohammad,M,39,Rodriguez,229.3024,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Where Is My Mind?,88.0
3387,Fredrika Stahl,Hayden,F,19,Brock,183.09179,paid,"Detroit-Warren-Dearborn, MI",381,I'Ll Win Your Heart,72.0
3388,Vampire Weekend,Mohammad,M,40,Rodriguez,133.22404,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Bryn (Album),88.0
3389,BjÃÂ¶rk,Hayden,F,20,Brock,348.57751,paid,"Detroit-Warren-Dearborn, MI",381,Undo,72.0
3390,White Rabbits,Mohammad,M,41,Rodriguez,214.22975,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Midnight And I,88.0
3391,,,,0,,,paid,,943,,
3392,La Coka Nostra,Mohammad,M,42,Rodriguez,210.52036,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Bang Bang (feat. Snoop Dogg),88.0
3393,Fredericks_ Goldman_ Jones,Hayden,F,21,Brock,355.26485,paid,"Detroit-Warren-Dearborn, MI",381,On N'A Pas ChangÃÂ©,72.0
3394,Jack Johnson,Mohammad,M,43,Rodriguez,201.63873,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Constellations,88.0
3395,Josh Groban,Hayden,F,22,Brock,272.37832000000003,paid,"Detroit-Warren-Dearborn, MI",381,When You Say You Love Me (Album Version),72.0
3396,System of a Down,Hayden,F,23,Brock,169.89995,paid,"Detroit-Warren-Dearborn, MI",381,Lonely Day,72.0
3397,,Chloe,F,1,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",943,,49.0
3398,,Mohammad,M,44,Rodriguez,,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,,88.0
3399,Kanka Feat. Brother Culture,Hayden,F,24,Brock,293.40689,paid,"Detroit-Warren-Dearborn, MI",381,Revolution,72.0
3400,Linkin Park,Mohammad,M,45,Rodriguez,259.86567,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,My December,88.0
3401,,Chloe,F,0,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",959,,49.0
3402,Sara Bareilles,Hayden,F,25,Brock,233.37751,paid,"Detroit-Warren-Dearborn, MI",381,Gravity,72.0
3403,Marvin Gaye,Mohammad,M,46,Rodriguez,235.62403999999998,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,I Want You,88.0
3404,Toranja,Hayden,F,26,Brock,120.21506000000001,paid,"Detroit-Warren-Dearborn, MI",381,Doce No ChÃÂ£o,72.0
3405,Shinedown,Mohammad,M,47,Rodriguez,191.05913999999999,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Cyanide Sweet Tooth Suicide (Album Version),88.0
3406,the bird and the bee,Hayden,F,27,Brock,165.642,paid,"Detroit-Warren-Dearborn, MI",381,Again & Again,72.0
3407,Morella's Forest,Mohammad,M,48,Rodriguez,243.01668999999998,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Falling,88.0
3408,Foo Fighters,Hayden,F,28,Brock,117.00200000000001,paid,"Detroit-Warren-Dearborn, MI",381,Hell,72.0
3409,Faith No More,Chloe,F,1,Cuevas,186.14812,paid,"San Francisco-Oakland-Hayward, CA",959,Easy,49.0
3410,Bon Iver,Hayden,F,29,Brock,238.49751,paid,"Detroit-Warren-Dearborn, MI",381,Skinny Love,72.0
3411,Hellogoodbye,Mohammad,M,49,Rodriguez,193.93261,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Shimmy Shimmy Quarter Turn (Take It Back To Square One),88.0
3412,Virus Syndicate,Chloe,F,2,Cuevas,219.01016,paid,"San Francisco-Oakland-Hayward, CA",959,Vibrator,49.0
3413,Plastilina Mosh,Hayden,F,30,Brock,247.01342000000002,paid,"Detroit-Warren-Dearborn, MI",381,AlÃÂ³,72.0
3414,Rise Against,Mohammad,M,50,Rodriguez,242.25914,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Savior,88.0
3415,The Used,Chloe,F,3,Cuevas,190.82404,paid,"San Francisco-Oakland-Hayward, CA",959,Let It Bleed (Amended Album Version),49.0
3416,Sonora Carruseles,Hayden,F,31,Brock,223.65995,paid,"Detroit-Warren-Dearborn, MI",381,Linda Cubana,72.0
3417,Band Of Horses,Mohammad,M,51,Rodriguez,187.0624,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,The General Specific (Album),88.0
3418,A Day To Remember,Chloe,F,4,Cuevas,243.22567,paid,"San Francisco-Oakland-Hayward, CA",959,If It Means A Lot To You,49.0
3419,Rammstein,Mohammad,M,52,Rodriguez,188.57751000000002,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Feuer Frei,88.0
3420,Angels and Airwaves,Hayden,F,32,Brock,302.05342,paid,"Detroit-Warren-Dearborn, MI",381,The Gift,72.0
3421,Circle Of Dead Children,Chloe,F,5,Cuevas,30.824040000000004,paid,"San Francisco-Oakland-Hayward, CA",959,Grabbing N,49.0
3422,Submersed,Chloe,F,6,Cuevas,214.41261,paid,"San Francisco-Oakland-Hayward, CA",959,Deny Me,49.0
3423,Of Montreal,Mohammad,M,53,Rodriguez,265.56036,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,Disconnect The Dots (LP Version),88.0
3424,Modern English,Hayden,F,33,Brock,277.52443999999997,paid,"Detroit-Warren-Dearborn, MI",381,I Melt With You,72.0
